;input;path;Lev;generated
24278;mouse 18 3;О И К А Х Ф М Я Г Ц Х А Х Ц Г З У Щ Т;14; О Ф Х А К И М Я Г Т
24279;mouse 18 4;О Ф Х А Д С Ш С Д Х Ц Г Я Э Я Г Я М Ф Ц Я Ц Х А К И О Ы О М Э Ж Т;26; О Ф Х А К И М Я Г Т
24280;mouse 18 5;О Ф Х А Х Ц Г Я М И Л Е Ш С Д Х Ц Я Э Ж Т;12; О Ф Х А Х Ц Г Я М Т
24281;mouse 19 1;О Ф Ц Г З У Щ Т;3; О Ф Ц Г Я Э Ж Т Т
24282;mouse 19 2;О Ф Х А Д С Д Х Ц Г Я М И Л Е Р;11; О Ф Х А К И М Я Г Т
24283;mouse 19 3;О Ф Х А Х Ц Г Я Э Ж Т;6; О Ф Х А К И М Я Г Т
24284;mouse 19 4;О Ф Х А К Л Е Ш С Д А Х Ф О Ы О М Я Г Ц Ф М Э Ж Т;18; О Ф Х А Х Ц Г Я Э Т
24285;mouse 19 5;О И Л К А Х Ф Ц Г Я Ц Х К И М Э Ж Т;11; О Ф Х А Х Ц Г Я М Т
24286;mouse 19 6;О И Л Е Ш С Д А Х Ц Г Я Э Ж Т;8; О Ф Х А Х Ц Г Я Э Т
24287;mouse 19 7;О Ф Ц Г Я М Ф Х К И Ф Х А К Л Е Р;13; О Ф Х А Х Ц Г Я Э Т
24288;mouse 19 8;О И К А Х Ц Г Я М И Л Е Ш С Ш Р;9; О Ф Х А Х Ц Г Я М Т
24289;mouse 20 1;О Ф Х А Д С Ш Р;6; О Ф Ц Г Я Э Ж Т Т
24290;mouse 20 2;О Ф Х А Д С Ш С Д К Х Ц З У Щ Т;11; О Ф Х А К И М Я Г Т
24291;mouse 20 3;О Ф Х А Д Х Ц Г З Ц Ф О Ы О М Э Ж Т;13; О Ф Х А К И М Я Г Т
24292;mouse 20 4;О Ф Х А К И Ф Ц Г Я М И Л Е Ш С Д Х Ц Я Э Ж Т;15; О Ф Х А Х Ц Г Я М Т
24293;mouse 20 5;О Ф Х А Х К Л Е Р;4; О Ф Х А Х Ц Г Я М Т
24294;mouse 20 6;О Ф Ц Г Я М И Л Е Р;7; О Ф Х А Х Ц Г Я М Т
24295;mouse 20 7;О Ф Х А Д С Д А Х Ф И Л Е Р;9; О Ф Х А Х Ц Г Я Э Т
24296;mouse 20 8;О Ф Ц Г З У Щ Т;7; О Ф Х А Х Ц Г Я М Т
24297;mouse 21 1;О Ф Ц Г Я М И К А Х Ф И Л Е Р;10; О Ф Ц Г Я Э Ж Т Т
24298;mouse 21 2;О Ф М Я Г Я М Ф О И К А К Л Е Р;10; О Ф Ц Г Ц Х А К Л Т
24299;mouse 21 3;О И К А К Л Б Л И М Я Г Ц З Я М И Л Е Р;16; О Ф Х А Х Ц Г Я Э Т
24300;mouse 21 4;О Ф Ц Г Я Э Ж Т;5; О Ф Ц Г Ц Х А Х Ц Т
24301;mouse 21 5;О Ф Х А К Л Е Р;5; О Ф Х А Х Ц Г Я Э Т
24302;mouse 21 6;О М Э Ж Т;8; О Ф Х А Х Ц Г Я Э Т
24303;mouse 21 7;О Ф Х А К И Л Е Р;7; О Ф Ц Г Ц Х А Х Ц Т
24304;mouse 22 1;О Ф Ц Г Я М И К Х Ц Ф И Л Е Р;10; О Ф Ц Г Я Э Ж Т Т
24305;mouse 22 2;О Ф Х А К И М Я Г Ц Х А К И М Э Я Г Ц Х Д С Ш Р Ш С Д А К Л Е Р;24; О Ф Ц Г Ц Х А К И Т
24306;mouse 22 3;О Ф Х Ф И Л Е Ш С Д А Х Ф О Ы О Ф М Я Г Ц Я Э Ж Т;20; О Ф Ц Г Ц Х А Х Ц Т
24307;mouse 22 4;О Ф Х А К А Х Ц Ф М Я Г Ц Я М И Л Е Р;10; О Ф Х А Х Ц Г Я М Т
24308;mouse 22 5;О Ф Х А К И Ф Х К И Ф Ц Г Я Э Ж Т;9; О Ф Х А Х Ц Г Я М Т
24309;mouse 22 6;О Ф Х А Д С Ш Р;5; О Ф Х А Х Ц Г Я М Т
24310;mouse 22 7;О Ф Ц Г Я Э Ж Щ У З Г Ц Ф И К А Д С Ш Р;17; О Ф Х А Х Ц Г Я М Т
24311;mouse 24 1;О Ф Ц Я Э В Ж Щ У З Г Ц Х Ф О И К Л Е Р;15; О Ф Ц Г Я Э Ж Т Т
24312;mouse 24 2;О Ф Х Ц Г З У Щ Т;6; О Ф Ц Г Ц Х А К Л Т
24313;mouse 24 3;О М Я Г Ц Х Ф О М Э Ж Щ У З Г Я Ц Ф И Л Е Р;17; О Ф Ц Г Ц Х А Х Ц Т
24314;mouse 24 4;О И Л Е Р;8; О Ф Ц Г Ц Х А Х Ц Т
24315;mouse 24 5;О М Я Г Ц Я Э Ж Т;6; О Ф Ц Г Ц Х А Х Ц Т
24316;mouse 24 6;О И Л Е Ш Р;8; О Ф Ц Г Ц Х А Х Ц Т
24317;mouse 24 7;О Ф Х Ц Г Я Г Я Э Ж Т;7; О Ф Ц Г Ц Х А Х Ц Т
24318;mouse 24 8;О Ф М Э Ж Т;7; О Ф Ц Г Ц Х А Х Ц Т
24319;mouse 1 1;О Ф Х Ц Г Ц Х Ц Я М Э Я Г Я Э Ж Т;14; О Ф Х А К Л Е Р Ш Т
24320;mouse 2 1;О Ф О Ы О Ф Ц Г Я Э Я Г Я М Ф Х А Д С Ш Р;17; О Ф Х А К Л Е Р Ш Т
24321;mouse 2 2;О Ф Ц Г Я М Ф Х К Л Е Р Ш С Д С Ш Р Ш С Д А К Х Ф О Ы О Ф Ц Я Э Ж Т Щ У З Г Я М Ф Х К Л К А К Х Ф О Ы О Ф Х К Л Б Е Р Ш С Д А Х Ц З У Щ Т;60; О Ф Х А К Л Е Р Ш Т
24322;mouse 2 3;О Ф Ц Я М Ф Ц Г Ц Ф И Л К А Х Ц Г Я М Ф Ц Г Я М И К Л Е Р;24; О Ф Х А К И М Я Г Т
24323;mouse 2 4;О Ф Х К И М Я Г Я М И К Л К И Ф Х А Х Ц Я Э М И Ф Х Ц Я Г Ц Х К И О Ы О Ф И К А Х Ц Я Э Ж Т;38; О Ф Х А К И М Я Г Т
24324;mouse 29 7;n a n;9; О Ф Ц Г Ц Х А Х Ц Т
24325;mouse 29 1;О Ф Х А Х Ц Г Ц Ф И Л Е Р;8; О Ф Ц Г Ц Х А К Л Т
24326;mouse 29 2;О Ф Х А Д С Ш Р;7; О Ф Ц Г Ц Х А К Л Т
24327;mouse 29 3;О Ф Х А Х Ц Г Я Э В Ж Т;8; О Ф Ц Г Ц Х А Х Ц Т
24328;mouse 29 4;О Ф Х А Х Ц Г Ц Х Ф И К А К Л Е Р;10; О Ф Ц Г Ц Х А Х Ц Т
24329;mouse 29 5;О Ф Х А Х Ц Г Ц Ф М Э Ж Т;8; О Ф Ц Г Ц Х А Х Ц Т
24330;mouse 29 6;О Ф Х А Х Ц Г З У Щ Т;8; О Ф Ц Г Ц Х А Х Ц Т
24331;mouse 29 7;О Ф Х А Х Ц Г Я М Ф Х Ф Х Ц Х К Л Е Р;12; О Ф Ц Г Ц Х А Х Ц Т
24332;mouse 3 1;О Ы О Ф Ц Я М О Ы О Ф Х К Л Е Р;11; О Ф Х А К Л Е Р Ш Т
24333;mouse 3 2;О Ф Х А К И М Э Ж Т;5; О Ф Х А К Л Е Р Ш Т
24334;mouse 3 3;О Ф Ц Г Я Э Ж Т Щ У Щ Т;10; О Ф Х А К И М Я Г Т
24335;mouse 3 4;О Ф Х К И М И Л Е Р Ш С Д А Х Ф М Ф Х К И К А К Л И М Я Г Ц Ф Ц Х К А Х Ц Я Э Ж Т;32; О Ф Х А К И М Я Г Т
24336;mouse 3 5;О Ф Ц Я Э Ж Т Щ Т;7; О Ф Х А К И М Я Г Т
24337;mouse 3 6;О Ф Х К Л И Ф Ц З У Щ Т Ж Э Я М И Л Е Р;15; О Ф Х А К И М Я Г Т
24338;mouse 4 1;О Ф Х К Л Е Р;2; О Ф Х А К Л Е Р Ш Т
24339;mouse 4 2;О Ф Х А К А Х Ц Г Я Э Ж Т Щ У З Ц Ф Ц Я Ц Х А Д С Ш Р Е Л И М Я Г Ц Х К И М Э М И К А Х Ц Г Ц Х А Х Ф О Ы О Ф Ц Я М И О Ы О Ф Ц Я Э Ж Т;59; О Ф Х А К И М Я Г Т
24340;mouse 4 3;О Ф Ц Г Я М И К А Х Ц Г З У З Ц Х К Л Е Р;17; О Ф Х А К И М Я Г Т
24341;mouse 4 4;О Ф Ц Г З У Щ Т Ж Э М И К А Д С Ш Р Ш С Д А Х Ц Г З У Щ Т Щ У З Г Ц Г Ц Х А К И М Ф Ц Я Э Я Г Ц Х К Л И О Ы О Ф Ц З У Щ Т;52; О Ф Х А К И М Я Г Т
24342;mouse 4 5;О Ф Ц Г Я Э Ж Т;7; О Ф Х А К И М Я Г Т
24343;mouse 5 1;О Ф Ц Я М Ф Ц Г Я Э Ж Т Щ У З Ц Х А К Л Е Р;15; О Ф Х А К Л Е Р Е Т
24344;mouse 5 2;О Ф Х К Л И М Я Г Я Э Ж Щ У З Г Ц Х Ц Ф О Ы О Ф Ц Я Э М И К А Х Ц Х К Л И М Я Г Я М Ф И К А К И Ф Ц Ф О Ы О Ф Х А К Л Е Р;52; О Ф Х А К И М Я Г Т
24345;mouse 5 3;О Ф Ц Г З У Щ Т Щ У З Ц Х А Д С Ш Р;15; О Ф Х А К И М Я Г Т
24346;mouse 5 4;О Ф Ц Г Я Э Я Г З У Щ Т Щ У З Ц Х Ф Ц Г Ц Ф И К А Х Ц Х К А Х Ц Х Ц Я Г Я М И К А Х Ц Г Я Э Я М И Л Е Р Ш С Д Х Ф Ц Х К Л Е Р;56; О Ф Х А К И М Я Г Т
24347;mouse 6 1;О Ф Ц Г Я М Ф Х К Л И М Я Г Ц Х Д С Ш Р;15; О Ф Х А К Л Е Р Т
24348;mouse 6 2;О Ф Ц Г Я Э Я Г З У Щ Т Щ У З Ц Х А Д С Ш Р Ш С Д А Х Ц Ф О Ы О М Э Я Ц Х А К И М Я Г Я М И Л Е Р;40; О Ф Х А К И М Я Г Т
24349;mouse 6 3;О Ф Ц Г Я М Ф Ц Г Ц Х А Д С Ш Р Ш С Д А Х А Х Ф Ц З У Щ Т;25; О Ф Х А К И М Я Г Т
24350;mouse 6 4;О Ф Ц Х А К И М Я Г Ц Х А К И М Э М Ф Ц Ф Х К Л Е Р Е Л К А Х Ц Ф О Ы О Ф Ц Я Э Я М И К А Х Ф О Ы О М Э Ж Т;45; О Ф Х А К И М Я Г Т
24351;mouse 6 5;О Ф Ц Г Я М И К А Х Ц Х К Л К А Х Ц Х А Д С Ш Р Ш С Д А Х Ц Ф И К А Х Ц З У З Г Ц Х К Л К А Х Ф Ц Х К А Х Ц Г Я М И М Э Ж Т;55; О Ф Х А К И М Я Г Т
24352;mouse 7 1;О Ф Ц Г Я М Ф Х А К Л Е Р Е Л И М Я Г Ц Х А К Л Е Р Е Л И М Э Ж Т;25; О Ф Х А К Л Е Р Т
24353;mouse 7 2;О Ф Ц Г Я М Ф Х Ц Х К И М Я Г Ц Ф О М Э Ж Т;14; О Ф Х А К И М Я Г Т
24354;mouse 7 3;О Ф Ц Г Я М И К А Х Ф Ц Х К Л Е Р Ш С Ш Р;17; О Ф Х А К И М Я Г Т
24355;mouse 7 4;О Ф Ц Г З У Щ Т Щ У Щ Т Щ У З Г Ц Х А Д А Х Ц Г Я Г З У Щ Т Щ У З Г Ц Х К И М Я Г Ц Ф И К А Х Ц Г Ц Х К Л Е Р;46; О Ф Х А К И М Я Г Т
24356;mouse 7 5;О Ф Ц Г Я М И К А К Х Ц Г Ц Х Ц Г З У Щ Т Щ У З Г Ц Ф О Ы О М Я Г Я М И К А Х Ц Г Я Г З У Щ Т;40; О Ф Х А К И М Я Г Т
24357;mouse 7 6;О Ф Ц Г Я М И К А Х Ц Х А К Л Е Р Ш С Д А Х Ц Г З У Щ Т Щ У З Г Ц Х А К Х Ф М Э Ж Т;36; О Ф Х А К И М Я Г Т
24358;mouse 8 1;О Ф Ц Г Я М Ф Х А Д С Ш Р Ш С Д Х Ц Г Я М И Л К А Х Ц Я М И К А Х Ц Г Я М И К А Х Ф О Ы О М Э В Ж Т;45; О Ф Х А К Л Е Р Т
24359;mouse 8 2;О Ф Ц Г З У Щ Т;7; О Ф Х А К И М Я Г Т
24360;mouse 8 3;О Ф Х А К Л К А Х Ц Х А Д С Ш Р Ш С Д А Х Ф Х Ц Г Я М Ф Ц Г З У Щ Т;27; О Ф Х А К И М Я Г Т
24361;mouse 8 4;О Ф Ц Г Ц Х А Д С Ш Р Ш С Д А Х Ф М Э В Ж Т;17; О Ф Х А К И М Я Г Т
24362;mouse 8 5;О Ф Ц Г З У З Г Ц Х А Д С Ш Р Ш С Д А Х Ц Г Ц Ф М Я Г Я Э Ж Т;24; О Ф Х А К И М Я Г Т
24363;mouse 8 6;О Ф Х А К И М Я Г Ц Х А Д С Ш Р Ш С Д Х Ф М Я Г Ц Х А К И К А Х Ц Г З У Щ Т;31; О Ф Х А Х Ц Г Я М Т
24364;mouse 8 7;О Ф Х А Х А Д Х Ф О Ы О М Я Г Ц Х А К И М Э Ж Т;17; О Ф Х А Х Ц Г Я М Т
24365;mouse 8 8;О Ф Ц Г Я М И К А Х Ц Г Ц Х А Д С Ш Р Ш С Д А Х Ц Г З У Щ Т;23; О Ф Х А Х Ц Г Я М Т
24366;mouse 8 9;О Ф Ц Г З У З Ц Х А К Х Ц Г Ц Х А К И М Я Г Ц Х А К Х Ц Я М О Ы О Ф Ц Г Я Э Ж Т;31; О Ф Х А Х Ц Г Я М Т
24367;mouse 8 10;О Ф Ц Г Я М Ф Ц Г Ц Х А К Л Е Р Ш С Д А Х Ц Г Ц Х А Х Ц Х К Л И М Я Г Я М И К А Х Ц Г Ц Х А К И М Э Ж Т;43; О Ф Х А Х Ц Г Я М Т
24368;mouse 9 1;О Ф Ц Г З У Щ Т Щ У З Г Ц Х А К Л Е Р;15; О Ф Х А К И М Я Г Т
24369;mouse 9 2;О Ф Ц Г Я М Ф Ц Г Ц Х А К А Х Ц Г З У Щ Т;15; О Ф Х А К И М Я Г Т
24370;mouse 9 3;О Ф Х А Х Ц Г Я М И К А Х Ф О Ы О М Э Ж Т;15; О Ф Х А К И М Я Г Т
24371;mouse 9 4;О М Я Г Ц Х А К И М Я Г Ц Х А Х Ф М Э Ж Т;16; О Ф Х А Х Ц Г Я М Т
24372;mouse 9 5;О Ф Ц Г Я М И К А Х Ц Г Ц Х А К Л К А Х Ц Г Ц Х А К И М Э Ж Т;23; О Ф Х А Х Ц Г Я М Т
24373;mouse 9 6;О Ф Ц Г Я М И К А Д С Ш Р;10; О Ф Х А Х Ц Г Я М Т
24374;mouse 9 7;О Ф Ц Г Я Э Ж Т Щ У З Г Ц Х А К Л Е Р Ш С Д А Х Ц Г Я М И К А Х А К И М Э Ж Т;30; О Ф Х А Х Ц Г Я М Т
24375;mouse 9 8;О Ф Х А Х Ф М Я Г Ц Х А К И М Я Г Я М И Л Е Р;14; О Ф Х А Х Ц Г Я М Т
24376;mouse 9 9;О Ф Х А Х Ц Г Ц Я М И К А Х Ф М Э Ж Т;10; О Ф Х А Х Ц Г Я М Т
24377;mouse 9 10;О Ф Ц Г Я Э Ж Т;6; О Ф Х А Х Ц Г Я М Т
24378;mouse 9 11;О Ф Ц Г Ц Х А К Л И М Я Г Ц Х А К Л К А Х Ф М Э Ж Т;20; О Ф Х А Х Ц Г Я М Т
24379;mouse 9 12;О Ф Ц Г Я М И К А К Л Е Р Ш С Д Х Ф М Э Ж Т;18; О Ф Х А Х Ц Г Я М Т
24380;mouse 9 13;О Ф Ц Г Я Э Ж Т;6; О Ф Х А Х Ц Г Я М Т
24381;mouse 9 14;О Ф Ц Г Ц Х А К И М Я Г Я М И К А К И М Э Ж Т;16; О Ф Х А Х Ц Г Я М Т
24382;mouse 10 1;О Ф Ц Г Я М Ф Х А К А Х Ц Г Я М И К А К И М Я Г Ц Х А Х Ц Г З У Щ Т;25; О Ф Х А К И М Я Г Т
24383;mouse 10 2;О Ф Ц Г Ц Х А К И М Я Г Ц Ф М Я Г Ц Х А К А Х Ц Х Ф М Я Г Ц Х А К И М Я Г Я Э Ж Т;32; О Ф Х А К И М Я Г Т
24384;mouse 10 3;О Ф Ц Г Ц Х А К Л Е Р Ш С Д А Х Ц Г Я М И К А Х Ц Г Я М И К А Х Ц Г Я Э В Ж Т;30; О Ф Х А Х Ц Г Я Э Т
24385;mouse 10 4;О Ф Ц Г Ц Х А К И М Я Г Я Э Ж Т;10; О Ф Х А Х Ц Г Я М Т
24386;mouse 10 5;О Ф Х А Х Ц Г Я М И К А Х Ц Г Ц Ф О Ы О Ф Ц Г Ц Х А К И Ф Ц Г Ц Х А К Л Е Р;29; О Ф Х А Х Ц Г Я М Т
24387;mouse 10 6;О Ф Ц Г Я Э Ж Т Щ У З Г Ц Х А К Л К А Х Ц Г Я М И К А Х Ц Г Ц Ф М Я Г Ц Х А К И М Я Г Ц Х А К Л К А Х Ц Г Ц Х А К И М Я Г Ц Х А Х Ц Г Я Э Ж Т;62; О Ф Х А Х Ц Г Я М Т
24388;mouse 10 7;О Ф Ц Г Я Э Ж Т;6; О Ф Х А Х Ц Г Я М Т
24389;mouse 10 8;О Ф Ц Г Я М И К А Х Ц Ф Х А Х Ф М Я Г Я Э Ж Т;16; О Ф Х А Х Ц Г Я М Т
24390;mouse 11 1;О Ф Ц Г Я Э Я Г Ц Х А К И М Я Г Ц Ф О Ы О М Э Ж Т;16; О Ф Х А К И М Я Г Т
24391;mouse 11 2;О Ф Х А Х Ц Г Я Э Ж Т;6; О Ф Х А К И М Я Г Т
24392;mouse 11 3;О Ф Ц Г Я М Ф Х А Х Ц Г Ц Х А Д С Ш Р Ш С Д А Х Ц Г Я Э Ж Т;21; О Ф Х А Х Ц Г Я Э Т
24393;mouse 11 4;О Ф Ц Г Ц Х А К И М Я Г Ц Х А Х Ц Г Ц Х А Х Ф М Я Г Ц Ф О Ы О М Э Ж Т;26; О Ф Х А Х Ц Г Я Э Т
24394;mouse 11 5;О Ф Ц Г Ц Х А К И М Я Г Ц Х А Д С Ш Р Ш С Д А Х А Х Ц Г З У Щ Т;25; О Ф Х А Х Ц Г Я Э Т
24395;mouse 11 6;О Ф Х А Х Ц Г З У Щ Т Щ У З Ц Ф М Я Г Ц Х А К Л Е Р Ш С Д С Ш Р Ш С Д Х Ц Ф И К А Х Ц Г Я Г Ц Х А Х Ф М Э Ж Т;46; О Ф Х А Х Ц Г Я Э Т
24396;mouse 11 7;О Ф Ц Г Ц Х А К И М Э Ж Т;9; О Ф Х А Х Ц Г Я М Т
24397;mouse 11 8;О Ф Х А Х Ц Г З У Щ Т;4; О Ф Х А Х Ц Г Я М Т
24398;mouse 11 9;О Ф Х А К А Х Ц Г З У З Г Ц Г З У Щ Т Щ У Щ Т;16; О Ф Х А Х Ц Г Я М Т
24399;mouse 11 10;О Ф Х А Х Ц Г Я М И Л К А Х Ц Г Я М И К А Х Ц Г Ц Ф И К А Д А Х Ц Г Ц Х А Х Ц Г Ц Х А Х Ф М Э Ж Т;40; О Ф Х А Х Ц Г Я Э Т
24400;mouse 12 1;О Ф Ц Г З У Щ Т;7; О Ф Х А К И М Я Г Т
24401;mouse 12 2;О Ф Ц Г Ц Х А Д С Ш Р;8; О Ф Х А Х Ц Г Я Э Т
24402;mouse 12 3;О Ф Х А Х Ц Г Я Э Ж Т Щ У З Г Ц Х А К И М Э Ж Т;15; О Ф Х А Х Ц Г Я Э Т
24403;mouse 12 4;О Ф Ц Г Ц Х А Д С Ш Р;8; О Ф Х А Х Ц Г Я Э Т
24404;mouse 12 5;О Ф Х А Х Ц Г З У Щ Т;4; О Ф Х А Х Ц Г Я М Т
24405;mouse 12 6;О Ф Х А Х Ц Г Я М И К А Х Ц Г Ц Ф М Я Г Ц Ф М Э Ж Т;17; О Ф Х А Х Ц Г Я М Т
24406;mouse 12 7;О Ф Х А Х Ц Г Я Э Ж Т;3; О Ф Х А Х Ц Г Я М Т
24407;mouse 12 8;О Ф Ц Г Ц Х А К И М Я Г Ц Х А К Л Е Р Ш С Д С Ш Р;20; О Ф Х А Х Ц Г Я М Т
24408;mouse 12 9;О Ф Х А Х Ц Г Я М И К А Х Ц Г Я М И М Я Г Ц Ф М Э Ж Т;18; О Ф Х А Х Ц Г Я М Т
24409;mouse 12 10;О Ф Ц Г Ц Х А Х Ц Г Ц Ф Х А Д С Ш Р Ш С Д Х Ц Х А Х Ц Г З У Щ Т;25; О Ф Х А Х Ц Г Я М Т
24410;mouse 12 11;О Ф Ц Г Ц Ф И К А Х Ц Г З У Щ Т;10; О Ф Х А Х Ц Г Я М Т
24411;mouse 12 12;О Ф Ц Г Ц Х А К Л Е Р Ш С Д Х Ц Х А К И М Я Г Ц Х А Х Ф О Ы О Ф Ц Г Ц Ф М Я Г Я Э Ж Т;35; О Ф Х А Х Ц Г Я М Т
24412;mouse 12 13;О Ф Ц Г Ц Х А Х Ц Х А К И М Э Ж Т;10; О Ф Х А Х Ц Г Я М Т
24413;mouse 12 14;О Ф Ц Г Я Э Ж Т;6; О Ф Х А Х Ц Г Я М Т
24414;mouse 12 15;О Ф Х А Х Ц Г Ц Х А Х Ц Г Я Э Ж Т;8; О Ф Х А Х Ц Г Я Э Т
24415;mouse 12 16;О Ф Ц Г Ц Х А К И М Я Г Ц Х А К А Х Ц Х А Х Ц Г Я Э Ж Т;20; О Ф Х А Х Ц Г Я М Т
24416;mouse 13 1;О Ф Х А К И М Я Г Ц Х А К И М Я Г Ц Х А К И М Э Ж Т;17; О Ф Х А К И М Я Г Т
24417;mouse 13 2;О Ф Ц Г Ц Х А Д С Ш Р;8; О Ф Х А Х Ц Г Я Э Т
24418;mouse 13 3;О Ф Х А Х Ц Г Я Э Ж Т;2; О Ф Х А Х Ц Г Я Э Т
24419;mouse 13 4;О Ф Ц Г Ц Х А К И М Я Г Ц Х А Х Ц Г Ц Х А Х Ф О Ы О М Э Ж Т;22; О Ф Х А Х Ц Г Я М Т
24420;mouse 13 5;О Ф Ц Г Ц Х А Х Ц Г Я Э Ж Т;6; О Ф Х А Х Ц Г Я М Т
24421;mouse 13 6;О Ф Ц Г Ц Х А К И М Э Ж Т;9; О Ф Х А Х Ц Г Я М Т
24422;mouse 13 7;О Ф Ц Г Ц Х А Х А Х Ф И Л Е Р;10; О Ф Х А Х Ц Г Я М Т
24423;mouse 13 8;О Ф Ц Г Ц Х А Д С Ш Р Ш С Д С Ш Р Ш С Д Х Ц Х А К И М Я Г Я Э Ж Т;25; О Ф Х А Х Ц Г Я М Т
24424;mouse 13 9;О Ф Ц Г Ц Х А Х Ц Я Э Ж Т;7; О Ф Х А Х Ц Г Я М Т
24425;mouse 13 10;О Ф Ц Г Ц Х А К И М Э Ж Т;9; О Ф Х А Х Ц Г Я М Т
24426;mouse 13 11;О Ф Ц Г Ц Х А К И М Э Ж Т;9; О Ф Х А Х Ц Г Я М Т
24427;mouse 13 12;О Ф Ц Г Ц Х А Х Ц Х А Д С Ш Р;9; О Ф Х А Х Ц Г Я М Т
24428;mouse 13 13;О Ф Х А Х Ц Г З У Щ Т;4; О Ф Х А Х Ц Г Я М Т
24429;mouse 13 14;О Ф Ц Г Ц Х А Х Ф М Э Ж Т;8; О Ф Х А Х Ц Г Я М Т
24430;mouse 13 15;О Ф Ц Г Ц Х А К Л Е Р Ш С Д А Х Ц Г З У Щ Т;15; О Ф Х А Х Ц Г Я Э Т
24431;mouse 13 16;О Ф Ц Г Ц Ф Ц Ф М Я Г Ц Х А К И Ф Ц Х А Х Ц Г Я Э Ж Т;19; О Ф Х А Х Ц Г Я М Т
24432;mouse 13 17;О Ф Х А Х Ц Г З У Щ Т;4; О Ф Х А Х Ц Г Я М Т
24433;mouse 13 18;О Ф Х А Х Ц Г Я М И К А Х Ц Г Ц Х А К Л Е Р;13; О Ф Х А Х Ц Г Я М Т
24434;mouse 14 1;О Ф Х А Х Ц Г Я Э Ж Т;6; О Ф Х А К И М Я Г Т
24435;mouse 14 2;О Ф Х А Х Ц Г Я Э Ж Т;2; О Ф Х А Х Ц Г Я Э Т
24436;mouse 14 3;О Ф Ц Г Ц Х А Д С Ш Р;8; О Ф Х А Х Ц Г Я Э Т
24437;mouse 14 4;О Ф Х А Х Ц Г Я Э Ж Т;2; О Ф Х А Х Ц Г Я Э Т
24438;mouse 14 5;О Ф Х А Х Ц Г Ц Х А К И М Я Г Я Э Ж Т;11; О Ф Х А Х Ц Г Я М Т
24439;mouse 14 6;О Ф Х А Х Ц Г Я Э Ж Т;2; О Ф Х А Х Ц Г Я Э Т
24440;mouse 14 7;О Ф Х А Х Ф И К А К И М Э Ж Т;9; О Ф Х А Х Ц Г Я Э Т
24441;mouse 14 8;О Ф Ц Г Ц Х А Х Ц Г Я Э Ж Т;6; О Ф Х А Х Ц Г Я М Т
24442;mouse 14 9;О Ф Ц Г Я М И К Д С Ш Р;10; О Ф Х А Х Ц Г Я Э Т
24443;mouse 14 10;О Ф Х А Х Ц Г Я Э Ж Т;2; О Ф Х А Х Ц Г Я Э Т
24444;mouse 14 11;О Ф Х А Х Ц Г З У Щ Т;4; О Ф Х А Х Ц Г Я Э Т
24445;mouse 15 21;О Ф Х А Х Ц Г Я Э Ж Т;2; О Ф Х А Х Ц Г Я Э Т
24446;mouse 14 12;О Ф Ц Г Ц Г Ц Ф М Я Г Ц Х А Х К Л Е Р Ш С Д А Х Ц Г Я М И К А Х Ц Г Ц Х А К Л Е Р Ш С Д Х Ф О Ы О М Я Г Ц Х А Х Ц Г З У Щ Т;53; О Ф Х А Х Ц Г Я М Т
24447;mouse 14 13;О Ф Х А Х Ц Г З У Щ Т;4; О Ф Х А Х Ц Г Я Э Т
24448;mouse 14 14;О Ф Х А Х Ц Г Я М И К А Х Ф Х А Х Ф М Я Г З У З Ц Х А К И М Э Ж Т;24; О Ф Х А Х Ц Г Я Э Т
24449;mouse 14 15;О Ф Ц Г Ц Ф Ц Г Ц Х А Д А Х Ц Г Ц Х Ц Ф М Э Ж Т;16; О Ф Х А Х Ц Г Я Э Т
24450;mouse 15 1;О Ф Х А Х Ц Г Я Э Ж Т;6; О Ф Х А К И М Я Г Т
24451;mouse 15 2;О Ф Х А Д С Ш Р;5; О Ф Х А Х Ц Г Я Э Т
24452;mouse 15 3;О М Я Г Ц Х А Х Ф М Э Ж Т;9; О Ф Х А Х Ц Г Я Э Т
24453;mouse 15 4;О Ф Ц Г Ц Х А Д С Ш Р Ш С Д А Х Ц Г Я М Ф Х А Х Ц Г Я Э Ж Т;21; О Ф Х А Х Ц Г Я Э Т
24454;mouse 15 5;О Ф Х А Х Ц Г Я Э Ж Т;2; О Ф Х А Х Ц Г Я Э Т
24455;mouse 15 6;О Ф Ц Г Ц Х А Д С Ш Р;8; О Ф Х А Х Ц Г Я Э Т
24456;mouse 15 7;О Ф Х А Х Ц Г Я М Ф Ц Г Ц Х А К Л И М Э Ж Т;13; О Ф Х А Х Ц Г Я Э Т
24457;mouse 15 8;О Ф Ц Г Ц Х А Х Ц Г Ц Ф О Ы О М Э Ж Т;11; О Ф Х А Х Ц Г Я Э Т
24458;mouse 15 9;О Ф Ц Г Ц Х А Х Ц Г З У Щ Т;7; О Ф Х А Х Ц Г Я Э Т
24459;mouse 15 10;О Ф Ц Г Ц Х А К И М Э Ж Т;9; О Ф Х А Х Ц Г Я Э Т
24460;mouse 15 11;О Ф Х А К Х Ф М Э Ж Т;6; О Ф Х А Х Ц Г Я Э Т
24461;mouse 15 12;О Ф Х А Д С Ш Р Ш С Д С Ш Р;10; О Ф Х А Х Ц Г Я Э Т
